Entity1_id	Entity1_name	Entity1_type	Entity2_id	Entity2_name	Entity2_type	Evidence	Association	PK	PD	PMIDs
rs3745274	rs3745274	VariantLocation	PA450616	PA450616	Drug	ClinicalAnnotation,VariantAnnotation	ambiguous	PK	PD	15864119;18281305;19228205;21393201;21441248;21824325;21860339;22111602;22354160;22680342
rs3745274	rs3745274	VariantLocation	PA451250	PA451250	Drug	VariantAnnotation	associated		PD	22162992
rs3745274	rs3745274	VariantLocation	PA451494	PA451494	Drug	VariantAnnotation	associated		PD	20723261
PA451735	PA451735	Drug	CYP2D6*1	CYP2D6*1	Haplotype	VIP	associated			8988065
PA451735	PA451735	Drug	CYP2D6*10	CYP2D6*10	Haplotype	VIP	associated			8988065
PA451735	PA451735	Drug	CYP2D6*17	CYP2D6*17	Haplotype	VIP	associated			8988065
PA451735	PA451735	Drug	CYP2D6*2	CYP2D6*2	Haplotype	VIP	associated			8988065
PA451735	PA451735	Drug	CYP2D6*3	CYP2D6*3	Haplotype	VIP	associated			8988065
PA451735	PA451735	Drug	CYP2D6*4	CYP2D6*4	Haplotype	VIP	associated			8988065
PA451735	PA451735	Drug	CYP2D6*41	CYP2D6*41	Haplotype	VIP	associated			8988065
PA451735	PA451735	Drug	CYP2D6*5	CYP2D6*5	Haplotype	VIP	associated			8988065
PA451735	PA451735	Drug	CYP2D6*6	CYP2D6*6	Haplotype	VIP	associated			8988065
PA451735	PA451735	Drug	PA123	PA123	Gene	Pathway	associated			
PA451735	PA451735	Drug	PA128	PA128	Gene	DosingGuideline,DrugLabel,Pathway,VIP	associated			8988065
PA451735	PA451735	Drug	PA130	PA130	Gene	Pathway	associated			
PA451735	PA451735	Drug	PA329	PA329	Gene	VariantAnnotation	associated			21562485
PA451735	PA451735	Drug	rs1065852	rs1065852	VariantLocation	VIP	associated			8988065
PA451735	PA451735	Drug	rs12208357	rs12208357	VariantLocation	VariantAnnotation	associated			21562485
PA451735	PA451735	Drug	rs16947	rs16947	VariantLocation	VIP	associated			8988065
PA451735	PA451735	Drug	rs28371706	rs28371706	VariantLocation	VIP	associated			8988065
PA451735	PA451735	Drug	rs28371725	rs28371725	VariantLocation	VIP	associated			8988065
PA451735	PA451735	Drug	rs34130495	rs34130495	VariantLocation	VariantAnnotation	associated			21562485
PA451735	PA451735	Drug	rs35167514	rs35167514	VariantLocation	VariantAnnotation	associated			21562485
PA451735	PA451735	Drug	rs35742686	rs35742686	VariantLocation	VIP	associated			8988065
PA451735	PA451735	Drug	rs3892097	rs3892097	VariantLocation	VIP	associated			8988065
PA451735	PA451735	Drug	rs5030655	rs5030655	VariantLocation	VIP	associated			8988065
PA451735	PA451735	Drug	rs5030656	rs5030656	VariantLocation	VIP	associated			8988065
PA451735	PA451735	Drug	rs59421388	rs59421388	VariantLocation	VIP	associated			8988065
PA451735	PA451735	Drug	rs61736512	rs61736512	VariantLocation	VIP	associated			8988065
PA449088	PA449088	Drug	CYP2D6 *1, CYP2D6 *10	CYP2D6 *1, CYP2D6 *10	Haplotype	VariantAnnotation	associated			16819548
PA449088	PA449088	Drug	CYP2D6 *1, CYP2D6 *2	CYP2D6 *1, CYP2D6 *2	Haplotype	VariantAnnotation	associated			16819548
PA449088	PA449088	Drug	CYP2D6 *1, CYP2D6 *3, CYP2D6 *4, CYP2D6 *6	CYP2D6 *1, CYP2D6 *3, CYP2D6 *4, CYP2D6 *6	Haplotype	VariantAnnotation	associated			16819548
PA449088	PA449088	Drug	CYP2D6 *1, CYP2D6 *41	CYP2D6 *1, CYP2D6 *41	Haplotype	VariantAnnotation	associated			16819548
PA449088	PA449088	Drug	CYP2D6 *2, CYP2D6 *41	CYP2D6 *2, CYP2D6 *41	Haplotype	VariantAnnotation	associated			16819548
PA449088	PA449088	Drug	CYP2D6*1	CYP2D6*1	Haplotype	VIP	associated			1782973
PA449088	PA449088	Drug	CYP2D6*10	CYP2D6*10	Haplotype	VIP	associated			1782973
PA449088	PA449088	Drug	CYP2D6*17	CYP2D6*17	Haplotype	VIP	associated			1782973
PA449088	PA449088	Drug	CYP2D6*2	CYP2D6*2	Haplotype	VIP	associated			1782973
PA449088	PA449088	Drug	CYP2D6*3	CYP2D6*3	Haplotype	VIP	associated			1782973
PA449088	PA449088	Drug	CYP2D6*4	CYP2D6*4	Haplotype	VIP	associated			1782973
PA449088	PA449088	Drug	CYP2D6*41	CYP2D6*41	Haplotype	VIP	associated			1782973
PA449088	PA449088	Drug	CYP2D6*5	CYP2D6*5	Haplotype	VIP	associated			1782973
PA449088	PA449088	Drug	CYP2D6*6	CYP2D6*6	Haplotype	VIP	associated			1782973
PA449088	PA449088	Drug	PA128	PA128	Gene	DosingGuideline,DrugLabel,Pathway,VIP,VariantAnnotation	associated			16819548;1782973;19357842;19512957;19940985
PA449088	PA449088	Drug	PA130	PA130	Gene	Pathway,VIP	associated			19512957
PA449088	PA449088	Drug	PA131	PA131	Gene	VIP	associated			
PA449088	PA449088	Drug	PA134926902	PA134926902	Gene	Pathway	associated			19512957
PA449088	PA449088	Drug	PA361	PA361	Gene	Pathway,VariantAnnotation	associated		PD	18719619;19512957
PA449088	PA449088	Drug	rs1065852	rs1065852	VariantLocation	VIP	associated			1782973
PA449088	PA449088	Drug	rs16947	rs16947	VariantLocation	VIP	associated			1782973
PA449088	PA449088	Drug	rs28371706	rs28371706	VariantLocation	VIP,VariantAnnotation	associated			1782973;19357842
PA449088	PA449088	Drug	rs28371725	rs28371725	VariantLocation	VIP	associated			1782973
PA449088	PA449088	Drug	rs35742686	rs35742686	VariantLocation	VIP	associated			1782973
PA449088	PA449088	Drug	rs3892097	rs3892097	VariantLocation	VIP,VariantAnnotation	associated			1782973;19940985
PA449088	PA449088	Drug	rs5030655	rs5030655	VariantLocation	VIP	associated			1782973
PA449088	PA449088	Drug	rs5030656	rs5030656	VariantLocation	VIP	associated			1782973
PA449088	PA449088	Drug	rs59421388	rs59421388	VariantLocation	VIP	associated			1782973
PA449088	PA449088	Drug	rs61736512	rs61736512	VariantLocation	VIP	associated			1782973
PA449088	PA449088	Drug	rs7439366	rs7439366	VariantLocation	VariantAnnotation	associated		PD	18719619
PA449088	PA449088	Drug	rs776746	rs776746	VariantLocation	VIP	associated			
PA449273	PA449273	Drug	CYP2D6 *1, CYP2D6 *2	CYP2D6 *1, CYP2D6 *2	Haplotype	VariantAnnotation	associated			20881950
PA449273	PA449273	Drug	CYP2D6 *1, CYP2D6 *41	CYP2D6 *1, CYP2D6 *41	Haplotype	VariantAnnotation	associated			20881950
PA449273	PA449273	Drug	CYP2D6*1	CYP2D6*1	Haplotype	VIP	associated			12152006
PA449273	PA449273	Drug	CYP2D6*10	CYP2D6*10	Haplotype	VIP	associated			12152006
PA449273	PA449273	Drug	CYP2D6*17	CYP2D6*17	Haplotype	VIP	associated			12152006
PA449273	PA449273	Drug	CYP2D6*2	CYP2D6*2	Haplotype	VIP	associated			12152006
PA449273	PA449273	Drug	CYP2D6*3	CYP2D6*3	Haplotype	VIP	associated			12152006
PA449273	PA449273	Drug	CYP2D6*4	CYP2D6*4	Haplotype	VIP	associated			12152006
PA449273	PA449273	Drug	CYP2D6*41	CYP2D6*41	Haplotype	VIP	associated			12152006
PA449273	PA449273	Drug	CYP2D6*5	CYP2D6*5	Haplotype	VIP	associated			12152006
PA449273	PA449273	Drug	CYP2D6*6	CYP2D6*6	Haplotype	VIP	associated			12152006
PA449273	PA449273	Drug	PA128	PA128	Gene	DrugLabel,VIP,VariantAnnotation	associated			12152006;20881950
PA449273	PA449273	Drug	PA130	PA130	Gene	VIP	associated			
PA449273	PA449273	Drug	PA131	PA131	Gene	VIP	associated			
PA449273	PA449273	Drug	rs1065852	rs1065852	VariantLocation	VIP	associated			12152006
PA449273	PA449273	Drug	rs16947	rs16947	VariantLocation	VIP	associated			12152006
PA449273	PA449273	Drug	rs28371706	rs28371706	VariantLocation	VIP	associated			12152006
PA449273	PA449273	Drug	rs28371725	rs28371725	VariantLocation	VIP	associated			12152006
PA449273	PA449273	Drug	rs35742686	rs35742686	VariantLocation	VIP	associated			12152006
PA449273	PA449273	Drug	rs3892097	rs3892097	VariantLocation	VIP	associated			12152006
PA449273	PA449273	Drug	rs5030655	rs5030655	VariantLocation	VIP	associated			12152006
PA449273	PA449273	Drug	rs5030656	rs5030656	VariantLocation	VIP	associated			12152006
PA449273	PA449273	Drug	rs59421388	rs59421388	VariantLocation	VIP	associated			12152006
PA449273	PA449273	Drug	rs61736512	rs61736512	VariantLocation	VIP	associated			12152006
PA449273	PA449273	Drug	rs776746	rs776746	VariantLocation	VIP	associated			
PA449646	PA449646	Drug	CYP2D6*1	CYP2D6*1	Haplotype	VIP	associated			2498026
PA449646	PA449646	Drug	CYP2D6*10	CYP2D6*10	Haplotype	VIP	associated			2498026
PA449646	PA449646	Drug	CYP2D6*17	CYP2D6*17	Haplotype	VIP	associated			2498026
PA449646	PA449646	Drug	CYP2D6*2	CYP2D6*2	Haplotype	VIP	associated			2498026
PA449646	PA449646	Drug	CYP2D6*3	CYP2D6*3	Haplotype	VIP	associated			2498026
PA449646	PA449646	Drug	CYP2D6*4	CYP2D6*4	Haplotype	VIP	associated			2498026
PA449646	PA449646	Drug	CYP2D6*41	CYP2D6*41	Haplotype	VIP	associated			2498026
PA449646	PA449646	Drug	CYP2D6*5	CYP2D6*5	Haplotype	VIP	associated			2498026
PA449646	PA449646	Drug	CYP2D6*6	CYP2D6*6	Haplotype	VIP	associated			2498026
PA449646	PA449646	Drug	PA128	PA128	Gene	DosingGuideline,VIP	associated			2498026
PA449646	PA449646	Drug	PA304	PA304	Gene	VIP	associated			
PA449646	PA449646	Drug	rs1065852	rs1065852	VariantLocation	VIP	associated			2498026
PA449646	PA449646	Drug	rs16947	rs16947	VariantLocation	VIP	associated			2498026
PA449646	PA449646	Drug	rs28371706	rs28371706	VariantLocation	VIP	associated			2498026
PA449646	PA449646	Drug	rs28371725	rs28371725	VariantLocation	VIP	associated			2498026
PA449646	PA449646	Drug	rs35742686	rs35742686	VariantLocation	VIP	associated			2498026
PA449646	PA449646	Drug	rs3892097	rs3892097	VariantLocation	VIP	associated			2498026
PA449646	PA449646	Drug	rs5030655	rs5030655	VariantLocation	VIP	associated			2498026
PA449646	PA449646	Drug	rs5030656	rs5030656	VariantLocation	VIP	associated			2498026
PA449646	PA449646	Drug	rs59421388	rs59421388	VariantLocation	VIP	associated			2498026
PA449646	PA449646	Drug	rs61736512	rs61736512	VariantLocation	VIP	associated			2498026
PA33532	PA33532	Gene	PA165817016	PA165817016	Disease	VariantAnnotation	associated		PD	21770725
PA33532	PA33532	Gene	PA449412	PA449412	Drug	Pathway	associated			21048526
PA33532	PA33532	Gene	PA450496	PA450496	Drug	VariantAnnotation	associated			19801957
PA33532	PA33532	Gene	PA451578	PA451578	Drug	VariantAnnotation	associated		PD	21770725
PA33532	PA33532	Gene	PA451954	PA451954	Drug	Pathway	associated			22960662
PA165817016	PA165817016	Disease	CYP3A4 *1, CYP3A4 *1G	CYP3A4 *1, CYP3A4 *1G	Haplotype	VariantAnnotation	associated			21635144
PA165817016	PA165817016	Disease	NAT2 *4, NAT2 *5	NAT2 *4, NAT2 *5	Haplotype	VariantAnnotation	associated	PK		22106207
PA165817016	PA165817016	Disease	NAT2 *4, NAT2 *6	NAT2 *4, NAT2 *6	Haplotype	VariantAnnotation	associated	PK		22106207
PA165817016	PA165817016	Disease	NAT2 *4, NAT2 *7	NAT2 *4, NAT2 *7	Haplotype	VariantAnnotation	associated	PK		22106207
PA165817016	PA165817016	Disease	PA116	PA116	Gene	VariantAnnotation	not associated		PD	21142914
PA165817016	PA165817016	Disease	PA126	PA126	Gene	VariantAnnotation	not associated	PK		22106207
PA165817016	PA165817016	Disease	PA130	PA130	Gene	VariantAnnotation	ambiguous		PD	12966368;17495880;21635144;21770725;21902502
PA165817016	PA165817016	Disease	PA131	PA131	Gene	ClinicalAnnotation,VariantAnnotation	ambiguous	PK	PD	12966368;15521904;17495880;19258929;19865079;20526235;20818295;20818834;21047202;21076384;21206424;21331500;21635144;21770725;21806386;22786571
PA165817016	PA165817016	Disease	PA134865839	PA134865839	Gene	VariantAnnotation	ambiguous		PD	21142914;21878834
PA165817016	PA165817016	Disease	PA18	PA18	Gene	VariantAnnotation	associated	PK		22106207
PA165817016	PA165817016	Disease	PA26058	PA26058	Gene	VariantAnnotation	associated		PD	19752882
PA165817016	PA165817016	Disease	PA267	PA267	Gene	ClinicalAnnotation,VariantAnnotation	ambiguous	PK	PD	12966368;14583680;15521904;21047202;21142914;21289623;21770725;21806386;21878834;22786571
PA165817016	PA165817016	Disease	PA27006	PA27006	Gene	VariantAnnotation	associated			18021981
PA165817016	PA165817016	Disease	PA27114	PA27114	Gene	VariantAnnotation	ambiguous		PD	12966368;15521904;17495880;19258929;19865079;20526235;20818295;20818834;21076384;21206424;21331500
PA165817016	PA165817016	Disease	PA29862	PA29862	Gene	ClinicalAnnotation,VariantAnnotation	ambiguous		PD	17851563;20679962;21142914
PA165817016	PA165817016	Disease	PA29863	PA29863	Gene	VariantAnnotation	associated			19617864
PA165817016	PA165817016	Disease	PA33532	PA33532	Gene	VariantAnnotation	associated		PD	21770725
PA165817016	PA165817016	Disease	PA35844	PA35844	Gene	ClinicalAnnotation,VariantAnnotation	ambiguous	PK	PD	19890249;21142914;21878834
PA165817016	PA165817016	Disease	PA361	PA361	Gene	VariantAnnotation	not associated		PD	21142914
PA165817016	PA165817016	Disease	PA378	PA378	Gene	VariantAnnotation	associated		PD	20107201
PA165817016	PA165817016	Disease	rs10264272	rs10264272	VariantLocation	VariantAnnotation	ambiguous		PD	21806386
PA165817016	PA165817016	Disease	rs1045642	rs1045642	VariantLocation	VariantAnnotation	ambiguous		PD	12966368;14583680;15521904;21142914;21770725;21806386;21878834;22786571
PA165817016	PA165817016	Disease	rs1057868	rs1057868	VariantLocation	VariantAnnotation	associated		PD	21770725
PA165817016	PA165817016	Disease	rs1057910	rs1057910	VariantLocation	VariantAnnotation	not associated	PK		22106207
PA165817016	PA165817016	Disease	rs1128503	rs1128503	VariantLocation	VariantAnnotation	not associated		PD	21806386;21878834
PA165817016	PA165817016	Disease	rs11706052	rs11706052	VariantLocation	VariantAnnotation	associated			19617864
PA165817016	PA165817016	Disease	rs2032582	rs2032582	VariantLocation	ClinicalAnnotation,VariantAnnotation	ambiguous	PK	PD	15521904;21047202;21289623;21770725;21806386;21878834
PA165817016	PA165817016	Disease	rs2273697	rs2273697	VariantLocation	VariantAnnotation	not associated		PD	21142914
PA165817016	PA165817016	Disease	rs2276707	rs2276707	VariantLocation	VariantAnnotation	associated		PD	20107201
PA165817016	PA165817016	Disease	rs2278293	rs2278293	VariantLocation	VariantAnnotation	not associated		PD	21142914
PA165817016	PA165817016	Disease	rs2278294	rs2278294	VariantLocation	ClinicalAnnotation,VariantAnnotation	ambiguous		PD	17851563;20679962;21142914
PA165817016	PA165817016	Disease	rs2306283	rs2306283	VariantLocation	VariantAnnotation	not associated		PD	21142914;21878834
PA165817016	PA165817016	Disease	rs231775	rs231775	VariantLocation	VariantAnnotation	associated			18021981
PA165817016	PA165817016	Disease	rs2740574	rs2740574	VariantLocation	VariantAnnotation	ambiguous		PD	12966368;17495880;21770725
PA165817016	PA165817016	Disease	rs35599367	rs35599367	VariantLocation	VariantAnnotation	associated		PD	21902502
PA165817016	PA165817016	Disease	rs3740066	rs3740066	VariantLocation	VariantAnnotation	not associated		PD	21142914
PA165817016	PA165817016	Disease	rs3814055	rs3814055	VariantLocation	VariantAnnotation	associated		PD	20107201
PA165817016	PA165817016	Disease	rs41303343	rs41303343	VariantLocation	VariantAnnotation	ambiguous		PD	21806386
PA165817016	PA165817016	Disease	rs4149015	rs4149015	VariantLocation	VariantAnnotation	associated		PD	21142914
PA165817016	PA165817016	Disease	rs4149056	rs4149056	VariantLocation	VariantAnnotation	ambiguous		PD	21142914;21878834
PA165817016	PA165817016	Disease	rs4149117	rs4149117	VariantLocation	ClinicalAnnotation,VariantAnnotation	ambiguous	PK	PD	19890249;21142914;21878834
PA165817016	PA165817016	Disease	rs4986910	rs4986910	VariantLocation	VariantAnnotation	associated		PD	12966368
PA165817016	PA165817016	Disease	rs5030952	rs5030952	VariantLocation	VariantAnnotation	associated		PD	19752882
PA165817016	PA165817016	Disease	rs717620	rs717620	VariantLocation	VariantAnnotation	not associated			21142914
PA165817016	PA165817016	Disease	rs7311358	rs7311358	VariantLocation	VariantAnnotation	ambiguous	PK		19890249
PA165817016	PA165817016	Disease	rs7439366	rs7439366	VariantLocation	VariantAnnotation	not associated		PD	21142914
PA165817016	PA165817016	Disease	rs776746	rs776746	VariantLocation	ClinicalAnnotation,VariantAnnotation	ambiguous	PK	PD	12966368;15521904;17495880;19258929;19865079;20526235;20818295;20818834;21047202;21076384;21206424;21331500;21635144;21770725;21806386;22786571
PA447207	PA447207	Disease	PA124	PA124	Gene	VariantAnnotation	associated			19884907
PA447207	PA447207	Disease	PA128	PA128	Gene	ClinicalAnnotation	associated		PD	16958828
PA447207	PA447207	Disease	PA192	PA192	Gene	ClinicalAnnotation	associated		PD	18047755;18387740;18484082;19800133
PA447207	PA447207	Disease	PA193	PA193	Gene	ClinicalAnnotation,VariantAnnotation	associated		PD	16642436;17671280;19077664;19365399;19924111;19937159;20453658;22006095
PA447207	PA447207	Disease	PA267	PA267	Gene	ClinicalAnnotation	associated		PD	12082591;18215618
PA447207	PA447207	Disease	PA28162	PA28162	Gene	VariantAnnotation	associated		PD	15565110
PA447207	PA447207	Disease	PA28976	PA28976	Gene	VariantAnnotation	associated		PD	19924111
PA447207	PA447207	Disease	PA312	PA312	Gene	ClinicalAnnotation	associated		PD	18253134;19204908;19272758;20212518;21388237
PA447207	PA447207	Disease	rs1045642	rs1045642	VariantLocation	ClinicalAnnotation	associated		PD	12082591
PA447207	PA447207	Disease	rs11188072	rs11188072	VariantLocation	VariantAnnotation	associated			19884907
PA447207	PA447207	Disease	rs12248560	rs12248560	VariantLocation	VariantAnnotation	associated			19884907
PA447207	PA447207	Disease	rs12800734	rs12800734	VariantLocation	VariantAnnotation	associated		PD	19924111
PA447207	PA447207	Disease	rs1360780	rs1360780	VariantLocation	VariantAnnotation	associated		PD	15565110
PA447207	PA447207	Disease	rs17288723	rs17288723	VariantLocation	VariantAnnotation	associated		PD	19924111
PA447207	PA447207	Disease	rs1954787	rs1954787	VariantLocation	VariantAnnotation	associated		PD	19924111
PA447207	PA447207	Disease	rs2032583	rs2032583	VariantLocation	ClinicalAnnotation	associated		PD	18215618
PA447207	PA447207	Disease	rs2235015	rs2235015	VariantLocation	ClinicalAnnotation	associated		PD	18215618
PA447207	PA447207	Disease	rs3800373	rs3800373	VariantLocation	VariantAnnotation	associated		PD	15565110
PA447207	PA447207	Disease	rs3892097	rs3892097	VariantLocation	ClinicalAnnotation	associated		PD	16958828
PA447207	PA447207	Disease	rs4680	rs4680	VariantLocation	VIP	associated			9631418
PA447207	PA447207	Disease	rs4713916	rs4713916	VariantLocation	VariantAnnotation	associated		PD	15565110
PA447207	PA447207	Disease	rs4795541	rs4795541	VariantLocation	ClinicalAnnotation	associated		PD	18253134;19204908;19272758;20212518;21388237
PA447207	PA447207	Disease	rs5030655	rs5030655	VariantLocation	ClinicalAnnotation	associated		PD	16958828
PA447207	PA447207	Disease	rs6295	rs6295	VariantLocation	ClinicalAnnotation	associated		PD	18047755;18387740;18484082;19800133
PA447207	PA447207	Disease	rs7997012	rs7997012	VariantLocation	ClinicalAnnotation,VariantAnnotation	associated		PD	16642436;17671280;19077664;19924111;19937159;20453658;22006095
PA447207	PA447207	Disease	rs9316233	rs9316233	VariantLocation	ClinicalAnnotation,VariantAnnotation	associated		PD	19365399
PA450379	PA450379	Drug	PA134865839	PA134865839	Gene	VariantAnnotation	associated		PD	22846425
PA450379	PA450379	Drug	PA134916338	PA134916338	Gene	VariantAnnotation	ambiguous		PD	16220112;9486974
PA450379	PA450379	Drug	PA134956204	PA134956204	Gene	VariantAnnotation	ambiguous		PD	15713801;17323057
PA450379	PA450379	Drug	PA164718734	PA164718734	Gene	VariantAnnotation	associated		PD	18685564
PA450379	PA450379	Drug	PA245	PA245	Gene	ClinicalAnnotation,VIP,VariantAnnotation	ambiguous		PD	17323057;18458567;22838948
PA450379	PA450379	Drug	PA26551	PA26551	Gene	VariantAnnotation	ambiguous		PD	17323057;18458567
PA450379	PA450379	Drug	PA28205	PA28205	Gene	VariantAnnotation	associated		PD	22838948
PA450379	PA450379	Drug	PA29028	PA29028	Gene	VariantAnnotation	associated		PD	17264302
PA450379	PA450379	Drug	PA29973	PA29973	Gene	VariantAnnotation	associated		PD	18685564
PA450379	PA450379	Drug	PA31272	PA31272	Gene	VariantAnnotation	not associated		PD	22838948
PA450379	PA450379	Drug	PA327	PA327	Gene	ClinicalAnnotation,VariantAnnotation	ambiguous		PD	17264302;17323057;18458567;20335220;22838948
PA450379	PA450379	Drug	PA32897	PA32897	Gene	VariantAnnotation	associated		PD	22846425
PA450379	PA450379	Drug	PA356	PA356	Gene	ClinicalAnnotation,DosingGuideline,DrugLabel,VIP,VariantAnnotation	ambiguous	PK	PD	10591545;11304783;1451710;15228163;16220112;21819368;22838948;22846425;7862671;8561894;8644731;9103127;9177237;9246020;9486974;9831928
PA450379	PA450379	Drug	PA35753	PA35753	Gene	VariantAnnotation	not associated		PD	22838948
PA450379	PA450379	Drug	PA359	PA359	Gene	VariantAnnotation	ambiguous		PD	15713801;17323057;22838948
PA450379	PA450379	Drug	PA38266	PA38266	Gene	VariantAnnotation	not associated		PD	22838948
PA450379	PA450379	Drug	PA397	PA397	Gene	VariantAnnotation	associated		PD	18593894;19515727
PA450379	PA450379	Drug	TPMT *1, TPMT *12	TPMT *1, TPMT *12	Haplotype	VariantAnnotation	associated		PD	22838948
PA450379	PA450379	Drug	TPMT *2	TPMT *2	Haplotype	VariantAnnotation	associated		PD	8644731
PA450379	PA450379	Drug	TPMT *3A	TPMT *3A	Haplotype	VariantAnnotation	associated		PD	16220112;8644731
PA450379	PA450379	Drug	rs1051266	rs1051266	VariantLocation	ClinicalAnnotation,VariantAnnotation	ambiguous		PD	17264302;17323057;18458567;20335220;22838948
PA450379	PA450379	Drug	rs11045879	rs11045879	VariantLocation	VariantAnnotation	associated		PD	22846425
PA450379	PA450379	Drug	rs1127354	rs1127354	VariantLocation	VariantAnnotation	associated		PD	18685564
PA450379	PA450379	Drug	rs1142345	rs1142345	VariantLocation	ClinicalAnnotation,VIP,VariantAnnotation	associated	PK	PD	10591545;15228163;16220112;21819368;22846425;8561894;8644731;9103127;9246020
PA450379	PA450379	Drug	rs1695	rs1695	VariantLocation	VariantAnnotation	associated		PD	17264302
PA450379	PA450379	Drug	rs1800460	rs1800460	VariantLocation	ClinicalAnnotation,VIP,VariantAnnotation	associated	PK	PD	15228163;16220112;8561894;8644731
PA450379	PA450379	Drug	rs1800462	rs1800462	VariantLocation	ClinicalAnnotation,VIP,VariantAnnotation	associated	PK	PD	10591545;11304783;15228163;16220112;7862671;9177237;9831928
PA450379	PA450379	Drug	rs1800584	rs1800584	VariantLocation	ClinicalAnnotation,VIP,VariantAnnotation	ambiguous		PD	9486974
PA450379	PA450379	Drug	rs1801131	rs1801131	VariantLocation	VariantAnnotation	associated		PD	17323057
PA450379	PA450379	Drug	rs1801133	rs1801133	VariantLocation	ClinicalAnnotation,VariantAnnotation	ambiguous		PD	17323057;18458567;22838948
PA450379	PA450379	Drug	rs1805087	rs1805087	VariantLocation	VariantAnnotation	not associated		PD	22838948
PA450379	PA450379	Drug	rs1979277	rs1979277	VariantLocation	VariantAnnotation	not associated		PD	22838948
PA450379	PA450379	Drug	rs2274407	rs2274407	VariantLocation	VariantAnnotation	associated		PD	19515727
PA450379	PA450379	Drug	rs2413739	rs2413739	VariantLocation	VariantAnnotation	associated		PD	22846425
PA450379	PA450379	Drug	rs34743033	rs34743033	VariantLocation	VariantAnnotation	ambiguous		PD	15713801;17323057;22838948
PA450379	PA450379	Drug	rs3765534	rs3765534	VariantLocation	VariantAnnotation	associated		PD	18593894
PA450379	PA450379	Drug	rs61886492	rs61886492	VariantLocation	VariantAnnotation	associated		PD	22838948
PA445876	PA445876	Disease	CYP1A2 *1F	CYP1A2 *1F	Haplotype	VariantAnnotation	associated			17370067
PA445876	PA445876	Disease	CYP2A6*2	CYP2A6*2	Haplotype	VIP	associated			15564629;17130279
PA445876	PA445876	Disease	PA113	PA113	Gene	ClinicalAnnotation,VariantAnnotation	associated		PD	18385739;18618000;20886544;22648373
PA445876	PA445876	Disease	PA115	PA115	Gene	VariantAnnotation	associated		PD	21606948
PA445876	PA445876	Disease	PA117	PA117	Gene	ClinicalAnnotation	associated		PD	16876132;17548664;18192898
PA445876	PA445876	Disease	PA123	PA123	Gene	VIP,VariantAnnotation	associated			17015050
PA445876	PA445876	Disease	PA134872551	PA134872551	Gene	ClinicalAnnotation,VariantAnnotation	ambiguous		PD	15033882;15077009;15492764;17654295;18058343;19273465
PA445876	PA445876	Disease	PA134959224	PA134959224	Gene	VariantAnnotation	associated		PD	21606948
PA445876	PA445876	Disease	PA140	PA140	Gene	VariantAnnotation	associated			15879433
PA445876	PA445876	Disease	PA147	PA147	Gene	VariantAnnotation	associated		PD	22495174
PA445876	PA445876	Disease	PA25018	PA25018	Gene	ClinicalAnnotation	associated		PD	16876132
PA445876	PA445876	Disease	PA26490	PA26490	Gene	ClinicalAnnotation,VariantAnnotation	ambiguous		PD	15790597;19290018
PA445876	PA445876	Disease	PA26491	PA26491	Gene	ClinicalAnnotation,VariantAnnotation	associated		PD	18618000;20886544;22648373
PA445876	PA445876	Disease	PA26494	PA26494	Gene	VariantAnnotation	associated		PD	21606948
PA445876	PA445876	Disease	PA26496	PA26496	Gene	VariantAnnotation	associated			20886544
PA445876	PA445876	Disease	PA27093	PA27093	Gene	VariantAnnotation	associated			17370067
PA445876	PA445876	Disease	PA27810	PA27810	Gene	VariantAnnotation	associated		PD	21808284
PA445876	PA445876	Disease	PA28545	PA28545	Gene	VariantAnnotation	associated			21430647
PA445876	PA445876	Disease	PA31945	PA31945	Gene	ClinicalAnnotation	associated		PD	15007373;17224915
PA445876	PA445876	Disease	PA341	PA341	Gene	VariantAnnotation	associated			18854828
PA445876	PA445876	Disease	PA343	PA343	Gene	VariantAnnotation	associated			18854828
PA445876	PA445876	Disease	rs1044396	rs1044396	VariantLocation	ClinicalAnnotation,VariantAnnotation	associated		PD	19290018
PA445876	PA445876	Disease	rs1044397	rs1044397	VariantLocation	VariantAnnotation	not associated			19290018
PA445876	PA445876	Disease	rs1051730	rs1051730	VariantLocation	VariantAnnotation	associated			18385739;18618000;20886544
PA445876	PA445876	Disease	rs11746641	rs11746641	VariantLocation	VariantAnnotation	associated		PD	22495174
PA445876	PA445876	Disease	rs11749035	rs11749035	VariantLocation	VariantAnnotation	associated		PD	22495174
PA445876	PA445876	Disease	rs1451371	rs1451371	VariantLocation	VariantAnnotation	associated			15879433
PA445876	PA445876	Disease	rs165599	rs165599	VariantLocation	ClinicalAnnotation	associated		PD	16876132
PA445876	PA445876	Disease	rs16969968	rs16969968	VariantLocation	ClinicalAnnotation,VariantAnnotation	associated		PD	18618000;20886544;22648373
PA445876	PA445876	Disease	rs1799732	rs1799732	VariantLocation	VIP	associated			16123753
PA445876	PA445876	Disease	rs1799971	rs1799971	VariantLocation	ClinicalAnnotation	associated		PD	15007373;17224915
PA445876	PA445876	Disease	rs1800497	rs1800497	VariantLocation	ClinicalAnnotation,VIP,VariantAnnotation	ambiguous		PD	15033882;15077009;15492764;17654295;18058343;19273465
PA445876	PA445876	Disease	rs2072660	rs2072660	VariantLocation	VariantAnnotation	associated		PD	21606948
